"account_id","category","balance","debits","credits"
"an1ybmdzbmNlZ2x-fWZoc3F0ZXZ8aG1mZmRtZHB1b29vbmxk","Restaurants/Dining",-1275.02,21,0
"an1ybmdzbmNlZ2x-fWZoc3F0ZXZ8aG1mZmRtZHB1b29vbmxk","Sales",0,0,0
"an1ybmdzbmNlZ2x-fWZoc3F0ZXZ8aG1mZmRtZHB1b29vbmxk","Taxes",0,0,0
"an1ybmdzbmNlZ2x-fWZoc3F0ZXZ8aG1mZmRtZHB1b29vbmxk","Wages Paid",0,0,0
"an1ybmdzbmNlZ2x-fWZoc3F0ZXZ8aG1mZmRtZHB1b29vbmxk","Overall",47385.12,274,13
"an5_cXljemRlbXxwfmZocmxqZXZufXtmaGhyZWp2eX1xf2hj","ATM/Cash Withdrawals",0,0,0
"an5_cXljemRlbXxwfmZocmxqZXZufXtmaGhyZWp2eX1xf2hj","Checks",-452483.63,267,7
"an5_cXljemRlbXxwfmZocmxqZXZufXtmaGhyZWp2eX1xf2hj","Gasoline/Fuel",-3607.4,6,0
"an5_cXljemRlbXxwfmZocmxqZXZufXtmaGhyZWp2eX1xf2hj","Groceries",0,0,0
"an5_cXljemRlbXxwfmZocmxqZXZufXtmaGhyZWp2eX1xf2hj","Mortgages",0,0,0
"an5_cXljemRlbXxwfmZocmxqZXZufXtmaGhyZWp2eX1xf2hj","Restaurants/Dining",-601.16,5,0
"an5_cXljemRlbXxwfmZocmxqZXZufXtmaGhyZWp2eX1xf2hj","Sales",0,0,0
"an5_cXljemRlbXxwfmZocmxqZXZufXtmaGhyZWp2eX1xf2hj","Taxes",-235.6,4,0
"an5_cXljemRlbXxwfmZocmxqZXZufXtmaGhyZWp2eX1xf2hj","Wages Paid",0,0,0
"an5_cXljemRlbXxwfmZocmxqZXZufXtmaGhyZWp2eX1xf2hj","Overall",15531.43,459,267
"an58bGticWpla2d7amZodH13ZWxra31mdWF6aXxpen1vfW10","ATM/Cash Withdrawals",-79875.41,106,0
"an58bGticWpla2d7amZodH13ZWxra31mdWF6aXxpen1vfW10","Checks",0,0,0
"an58bGticWpla2d7amZodH13ZWxra31mdWF6aXxpen1vfW10","Gasoline/Fuel",0,0,0
"an58bGticWpla2d7amZodH13ZWxra31mdWF6aXxpen1vfW10","Groceries",0,0,0
"an58bGticWpla2d7amZodH13ZWxra31mdWF6aXxpen1vfW10","Mortgages",0,0,0
"an58bGticWpla2d7amZodH13ZWxra31mdWF6aXxpen1vfW10","Restaurants/Dining",-1271.15,27,0
"an58bGticWpla2d7amZodH13ZWxra31mdWF6aXxpen1vfW10","Sales",0,0,0
"an58bGticWpla2d7amZodH13ZWxra31mdWF6aXxpen1vfW10","Taxes",-471.61,6,0
"an58bGticWpla2d7amZodH13ZWxra31mdWF6aXxpen1vfW10","Wages Paid",0,0,0
"an58bGticWpla2d7amZodH13ZWxra31mdWF6aXxpen1vfW10","Overall",8677.34,168,129
"an5pb3hpe3Nlam9uemZodWtkZXZ6aG9meXNsYWhteGxxe3ll","ATM/Cash Withdrawals",-120,3,0
"an5pb3hpe3Nlam9uemZodWtkZXZ6aG9meXNsYWhteGxxe3ll","Checks",0,0,0
"an5pb3hpe3Nlam9uemZodWtkZXZ6aG9meXNsYWhteGxxe3ll","Gasoline/Fuel",-149.04,6,0
"an5pb3hpe3Nlam9uemZodWtkZXZ6aG9meXNsYWhteGxxe3ll","Groceries",-125.94,5,0
"an5pb3hpe3Nlam9uemZodWtkZXZ6aG9meXNsYWhteGxxe3ll","Mortgages",-2221.8,1,0
"an5pb3hpe3Nlam9uemZodWtkZXZ6aG9meXNsYWhteGxxe3ll","Restaurants/Dining",-127.67,10,0
"an5pb3hpe3Nlam9uemZodWtkZXZ6aG9meXNsYWhteGxxe3ll","Sales",0,0,0
"an5pb3hpe3Nlam9uemZodWtkZXZ6aG9meXNsYWhteGxxe3ll","Taxes",0,0,0
"an5pb3hpe3Nlam9uemZodWtkZXZ6aG9meXNsYWhteGxxe3ll","Wages Paid",0,0,0
"an5pb3hpe3Nlam9uemZodWtkZXZ6aG9meXNsYWhteGxxe3ll","Overall",17988.29,111,21
"an5pe2d0b2dldmxubGZodG5pZWxuem5mandpYm1sem5tbHdp","ATM/Cash Withdrawals",-33540,13,0
"an5pe2d0b2dldmxubGZodG5pZWxuem5mandpYm1sem5tbHdp","Checks",0,0,0
"an5pe2d0b2dldmxubGZodG5pZWxuem5mandpYm1sem5tbHdp","Gasoline/Fuel",0,0,0
"an5pe2d0b2dldmxubGZodG5pZWxuem5mandpYm1sem5tbHdp","Groceries",0,0,0
"an5pe2d0b2dldmxubGZodG5pZWxuem5mandpYm1sem5tbHdp","Mortgages",0,0,0
"an5pe2d0b2dldmxubGZodG5pZWxuem5mandpYm1sem5tbHdp","Restaurants/Dining",0,0,0
"an5pe2d0b2dldmxubGZodG5pZWxuem5mandpYm1sem5tbHdp","Sales",0,0,0
"an5pe2d0b2dldmxubGZodG5pZWxuem5mandpYm1sem5tbHdp","Taxes",0,0,0
"an5pe2d0b2dldmxubGZodG5pZWxuem5mandpYm1sem5tbHdp","Wages Paid",0,0,0
"an5pe2d0b2dldmxubGZodG5pZWxuem5mandpYm1sem5tbHdp","Overall",9158.33,72,71
"an5rbHlncGJleXpvamZodnBoZW19aGtmZmZ7Ynx2amtxfGh2","ATM/Cash Withdrawals",-18640,4,0
"an5rbHlncGJleXpvamZodnBoZW19aGtmZmZ7Ynx2amtxfGh2","Checks",-280,1,0
"an5rbHlncGJleXpvamZodnBoZW19aGtmZmZ7Ynx2amtxfGh2","Gasoline/Fuel",0,0,0
"an5rbHlncGJleXpvamZodnBoZW19aGtmZmZ7Ynx2amtxfGh2","Groceries",0,0,0
"an5rbHlncGJleXpvamZodnBoZW19aGtmZmZ7Ynx2amtxfGh2","Mortgages",0,0,0
"an5rbHlncGJleXpvamZodnBoZW19aGtmZmZ7Ynx2amtxfGh2","Restaurants/Dining",0,0,0
"an5rbHlncGJleXpvamZodnBoZW19aGtmZmZ7Ynx2amtxfGh2","Sales",0,0,0
"an5rbHlncGJleXpvamZodnBoZW19aGtmZmZ7Ynx2amtxfGh2","Taxes",0,0,0
"an5rbHlncGJleXpvamZodnBoZW19aGtmZmZ7Ynx2amtxfGh2","Wages Paid",0,0,0
"an5rbHlncGJleXpvamZodnBoZW19aGtmZmZ7Ynx2amtxfGh2","Overall",64631.48,46,16
"an5ub3l3f2ZlaXB-fWZoZXFzZXZ5eWtmZmhqZnx2anB-f3dy","ATM/Cash Withdrawals",-80907.61,7,0
"an5ub3l3f2ZlaXB-fWZoZXFzZXZ5eWtmZmhqZnx2anB-f3dy","Checks",-19131.32,22,0
"an5ub3l3f2ZlaXB-fWZoZXFzZXZ5eWtmZmhqZnx2anB-f3dy","Gasoline/Fuel",0,0,0
"an5ub3l3f2ZlaXB-fWZoZXFzZXZ5eWtmZmhqZnx2anB-f3dy","Groceries",0,0,0
"an5ub3l3f2ZlaXB-fWZoZXFzZXZ5eWtmZmhqZnx2anB-f3dy","Mortgages",0,0,0
"an5ub3l3f2ZlaXB-fWZoZXFzZXZ5eWtmZmhqZnx2anB-f3dy","Restaurants/Dining",0,0,0
"an5ub3l3f2ZlaXB-fWZoZXFzZXZ5eWtmZmhqZnx2anB-f3dy","Sales",0,0,0
"an5ub3l3f2ZlaXB-fWZoZXFzZXZ5eWtmZmhqZnx2anB-f3dy","Taxes",0,0,0
"an5ub3l3f2ZlaXB-fWZoZXFzZXZ5eWtmZmhqZnx2anB-f3dy","Wages Paid",-7117.1,1,0
"an5ub3l3f2ZlaXB-fWZoZXFzZXZ5eWtmZmhqZnx2anB-f3dy","Overall",11052.68,49,15
"an5ubW1ocWFlZm1vbWZoY2xoZW18aHJmamV-d3p3aG9vbHpy","ATM/Cash Withdrawals",-15.32,2,0
"an5ubW1ocWFlZm1vbWZoY2xoZW18aHJmamV-d3p3aG9vbHpy","Checks",0,0,0
"an5ubW1ocWFlZm1vbWZoY2xoZW18aHJmamV-d3p3aG9vbHpy","Gasoline/Fuel",0,0,0
"an5ubW1ocWFlZm1vbWZoY2xoZW18aHJmamV-d3p3aG9vbHpy","Groceries",0,0,0
"an5ubW1ocWFlZm1vbWZoY2xoZW18aHJmamV-d3p3aG9vbHpy","Mortgages",0,0,0
"an5ubW1ocWFlZm1vbWZoY2xoZW18aHJmamV-d3p3aG9vbHpy","Restaurants/Dining",0,0,0
"an5ubW1ocWFlZm1vbWZoY2xoZW18aHJmamV-d3p3aG9vbHpy","Sales",0,0,0
"an5ubW1ocWFlZm1vbWZoY2xoZW18aHJmamV-d3p3aG9vbHpy","Taxes",0,0,0
"an5ubW1ocWFlZm1vbWZoY2xoZW18aHJmamV-d3p3aG9vbHpy","Wages Paid",0,0,0
"an5ubW1ocWFlZm1vbWZoY2xoZW18aHJmamV-d3p3aG9vbHpy","Overall",34588.42,5,5
"anBqfndlcWllZHBvcGZod25pZW1tcG9mZWdxZ295aXF9cXVm","ATM/Cash Withdrawals",-25064.5,34,0
"anBqfndlcWllZHBvcGZod25pZW1tcG9mZWdxZ295aXF9cXVm","Checks",-658605.45,297,0
"anBqfndlcWllZHBvcGZod25pZW1tcG9mZWdxZ295aXF9cXVm","Gasoline/Fuel",-8.84,1,0
"anBqfndlcWllZHBvcGZod25pZW1tcG9mZWdxZ295aXF9cXVm","Groceries",-220.97,4,0
"anBqfndlcWllZHBvcGZod25pZW1tcG9mZWdxZ295aXF9cXVm","Mortgages",-6000,3,0
"anBqfndlcWllZHBvcGZod25pZW1tcG9mZWdxZ295aXF9cXVm","Restaurants/Dining",-7604.93,18,0
"anBqfndlcWllZHBvcGZod25pZW1tcG9mZWdxZ295aXF9cXVm","Sales",0,0,0
"anBqfndlcWllZHBvcGZod25pZW1tcG9mZWdxZ295aXF9cXVm","Taxes",-8000,1,0
"anBqfndlcWllZHBvcGZod25pZW1tcG9mZWdxZ295aXF9cXVm","Wages Paid",0,0,0
"anBqfndlcWllZHBvcGZod25pZW1tcG9mZWdxZ295aXF9cXVm","Overall",36674.13,593,85
"anBsb3ZpbmJleHxrf2ZodWphZXVobmpmdmZydGx5bWt-bWp0","ATM/Cash Withdrawals",0,0,0
"anBsb3ZpbmJleHxrf2ZodWphZXVobmpmdmZydGx5bWt-bWp0","Checks",-135.55,3,0
"anBsb3ZpbmJleHxrf2ZodWphZXVobmpmdmZydGx5bWt-bWp0","Gasoline/Fuel",0,0,0
"anBsb3ZpbmJleHxrf2ZodWphZXVobmpmdmZydGx5bWt-bWp0","Groceries",-395.47,5,0
"anBsb3ZpbmJleHxrf2ZodWphZXVobmpmdmZydGx5bWt-bWp0","Mortgages",0,0,0
"anBsb3ZpbmJleHxrf2ZodWphZXVobmpmdmZydGx5bWt-bWp0","Restaurants/Dining",-1048.03,26,1
"anBsb3ZpbmJleHxrf2ZodWphZXVobmpmdmZydGx5bWt-bWp0","Sales",0,0,0
"anBsb3ZpbmJleHxrf2ZodWphZXVobmpmdmZydGx5bWt-bWp0","Taxes",-15155.42,4,0
"anBsb3ZpbmJleHxrf2ZodWphZXVobmpmdmZydGx5bWt-bWp0","Wages Paid",0,0,0
"anBsb3ZpbmJleHxrf2ZodWphZXVobmpmdmZydGx5bWt-bWp0","Overall",14024.06,288,43
"anBua2xlfGFldnlufGZoaG1hZWxuaH1maGFydnF5eXF9enVl","ATM/Cash Withdrawals",-1103,4,0
"anBua2xlfGFldnlufGZoaG1hZWxuaH1maGFydnF5eXF9enVl","Checks",-11886.24,24,0
"anBua2xlfGFldnlufGZoaG1hZWxuaH1maGFydnF5eXF9enVl","Gasoline/Fuel",-519.22,27,0
"anBua2xlfGFldnlufGZoaG1hZWxuaH1maGFydnF5eXF9enVl","Groceries",-170.15,2,0
"anBua2xlfGFldnlufGZoaG1hZWxuaH1maGFydnF5eXF9enVl","Mortgages",0,0,0
"anBua2xlfGFldnlufGZoaG1hZWxuaH1maGFydnF5eXF9enVl","Restaurants/Dining",-296.87,16,0
"anBua2xlfGFldnlufGZoaG1hZWxuaH1maGFydnF5eXF9enVl","Sales",0,0,0
"anBua2xlfGFldnlufGZoaG1hZWxuaH1maGFydnF5eXF9enVl","Taxes",0,0,0
"anBua2xlfGFldnlufGZoaG1hZWxuaH1maGFydnF5eXF9enVl","Wages Paid",0,0,0
"anBua2xlfGFldnlufGZoaG1hZWxuaH1maGFydnF5eXF9enVl","Overall",21199.31,319,39
"anByfHpqfmRlbXtxbmZodW93ZWxte29meWR9aGh3aG1-cXh0","ATM/Cash Withdrawals",-1373.99,6,0
"anByfHpqfmRlbXtxbmZodW93ZWxte29meWR9aGh3aG1-cXh0","Checks",-39186.27,29,0
"anByfHpqfmRlbXtxbmZodW93ZWxte29meWR9aGh3aG1-cXh0","Gasoline/Fuel",-393.17,11,0
"anByfHpqfmRlbXtxbmZodW93ZWxte29meWR9aGh3aG1-cXh0","Groceries",-18,1,0
"anByfHpqfmRlbXtxbmZodW93ZWxte29meWR9aGh3aG1-cXh0","Mortgages",0,0,0
"anByfHpqfmRlbXtxbmZodW93ZWxte29meWR9aGh3aG1-cXh0","Restaurants/Dining",-243.7,8,0
"anByfHpqfmRlbXtxbmZodW93ZWxte29meWR9aGh3aG1-cXh0","Sales",0,0,0
"anByfHpqfmRlbXtxbmZodW93ZWxte29meWR9aGh3aG1-cXh0","Taxes",-425.26,3,0
"anByfHpqfmRlbXtxbmZodW93ZWxte29meWR9aGh3aG1-cXh0","Wages Paid",0,0,0
"anByfHpqfmRlbXtxbmZodW93ZWxte29meWR9aGh3aG1-cXh0","Overall",7461.93,160,25
"anF9fHVmbWhlZWdsfmZoYWtjZW1venFmeWhvdmp1eG9penp3","ATM/Cash Withdrawals",-4213.75,25,0
"anF9fHVmbWhlZWdsfmZoYWtjZW1venFmeWhvdmp1eG9penp3","Checks",-2650,5,0
"anF9fHVmbWhlZWdsfmZoYWtjZW1venFmeWhvdmp1eG9penp3","Gasoline/Fuel",-7102.2,39,0
"anF9fHVmbWhlZWdsfmZoYWtjZW1venFmeWhvdmp1eG9penp3","Groceries",-1017.83,8,0
"anF9fHVmbWhlZWdsfmZoYWtjZW1venFmeWhvdmp1eG9penp3","Mortgages",0,0,0
"anF9fHVmbWhlZWdsfmZoYWtjZW1venFmeWhvdmp1eG9penp3","Restaurants/Dining",-333.88,3,0
"anF9fHVmbWhlZWdsfmZoYWtjZW1venFmeWhvdmp1eG9penp3","Sales",0,0,0
"anF9fHVmbWhlZWdsfmZoYWtjZW1venFmeWhvdmp1eG9penp3","Taxes",-42.12,2,0
"anF9fHVmbWhlZWdsfmZoYWtjZW1venFmeWhvdmp1eG9penp3","Wages Paid",0,0,0
"anF9fHVmbWhlZWdsfmZoYWtjZW1venFmeWhvdmp1eG9penp3","Overall",13616.31,258,40
"anFsa2Rib3NleWx-amZoZWtjZWxwbXxmdnV9YWlobn5ve2d3","ATM/Cash Withdrawals",-1141.24,7,0
"anFsa2Rib3NleWx-amZoZWtjZWxwbXxmdnV9YWlobn5ve2d3","Checks",-11966.93,12,0
"anFsa2Rib3NleWx-amZoZWtjZWxwbXxmdnV9YWlobn5ve2d3","Gasoline/Fuel",-112.59,5,0
"anFsa2Rib3NleWx-amZoZWtjZWxwbXxmdnV9YWlobn5ve2d3","Groceries",-816.35,11,0
"anFsa2Rib3NleWx-amZoZWtjZWxwbXxmdnV9YWlobn5ve2d3","Mortgages",0,0,0
"anFsa2Rib3NleWx-amZoZWtjZWxwbXxmdnV9YWlobn5ve2d3","Restaurants/Dining",-1503.69,111,1
"anFsa2Rib3NleWx-amZoZWtjZWxwbXxmdnV9YWlobn5ve2d3","Sales",0,0,0
"anFsa2Rib3NleWx-amZoZWtjZWxwbXxmdnV9YWlobn5ve2d3","Taxes",0,0,0
"anFsa2Rib3NleWx-amZoZWtjZWxwbXxmdnV9YWlobn5ve2d3","Wages Paid",0,0,0
"anFsa2Rib3NleWx-amZoZWtjZWxwbXxmdnV9YWlobn5ve2d3","Overall",9528.25,329,43
"anl-f2lhf2Fld25wf2ZoY3xzZXVvbn9meXRxZn5lfXttenpj","ATM/Cash Withdrawals",-23750,24,0
"anl-f2lhf2Fld25wf2ZoY3xzZXVvbn9meXRxZn5lfXttenpj","Checks",-28462.98,78,0
"anl-f2lhf2Fld25wf2ZoY3xzZXVvbn9meXRxZn5lfXttenpj","Gasoline/Fuel",0,0,0
"anl-f2lhf2Fld25wf2ZoY3xzZXVvbn9meXRxZn5lfXttenpj","Groceries",0,0,0
"anl-f2lhf2Fld25wf2ZoY3xzZXVvbn9meXRxZn5lfXttenpj","Mortgages",0,0,0
"anl-f2lhf2Fld25wf2ZoY3xzZXVvbn9meXRxZn5lfXttenpj","Restaurants/Dining",0,0,0
"anl-f2lhf2Fld25wf2ZoY3xzZXVvbn9meXRxZn5lfXttenpj","Sales",0,0,0
"anl-f2lhf2Fld25wf2ZoY3xzZXVvbn9meXRxZn5lfXttenpj","Taxes",135401.93,5,61
"anl-f2lhf2Fld25wf2ZoY3xzZXVvbn9meXRxZn5lfXttenpj","Wages Paid",0,0,0
"anl-f2lhf2Fld25wf2ZoY3xzZXVvbn9meXRxZn5lfXttenpj","Overall",101029.28,128,107
"anl7fG1pa2FlaGpoaWZoZ2xzZWxofGxmdXdqaGtpeHx6a210","ATM/Cash Withdrawals",0,0,0
"anl7fG1pa2FlaGpoaWZoZ2xzZWxofGxmdXdqaGtpeHx6a210","Checks",-75323.64,21,0
"anl7fG1pa2FlaGpoaWZoZ2xzZWxofGxmdXdqaGtpeHx6a210","Gasoline/Fuel",0,0,0
"anl7fG1pa2FlaGpoaWZoZ2xzZWxofGxmdXdqaGtpeHx6a210","Groceries",0,0,0
"anl7fG1pa2FlaGpoaWZoZ2xzZWxofGxmdXdqaGtpeHx6a210","Mortgages",0,0,0
"anl7fG1pa2FlaGpoaWZoZ2xzZWxofGxmdXdqaGtpeHx6a210","Restaurants/Dining",0,0,0
"anl7fG1pa2FlaGpoaWZoZ2xzZWxofGxmdXdqaGtpeHx6a210","Sales",0,0,0
"anl7fG1pa2FlaGpoaWZoZ2xzZWxofGxmdXdqaGtpeHx6a210","Taxes",0,0,0
"anl7fG1pa2FlaGpoaWZoZ2xzZWxofGxmdXdqaGtpeHx6a210","Wages Paid",0,0,0
"anl7fG1pa2FlaGpoaWZoZ2xzZWxofGxmdXdqaGtpeHx6a210","Overall",8557.51,111,284
"anl7fnp2cHVlentxfWZoYW93ZWxncW5mZnZtZXpobmpxbnV1","ATM/Cash Withdrawals",-1379.44,2,0
"anl7fnp2cHVlentxfWZoYW93ZWxncW5mZnZtZXpobmpxbnV1","Checks",-53440,12,1
"anl7fnp2cHVlentxfWZoYW93ZWxncW5mZnZtZXpobmpxbnV1","Gasoline/Fuel",-51.83,1,0
"anl7fnp2cHVlentxfWZoYW93ZWxncW5mZnZtZXpobmpxbnV1","Groceries",0,0,0
"anl7fnp2cHVlentxfWZoYW93ZWxncW5mZnZtZXpobmpxbnV1","Mortgages",0,0,0
"anl7fnp2cHVlentxfWZoYW93ZWxncW5mZnZtZXpobmpxbnV1","Restaurants/Dining",-275.89,11,0
"anl7fnp2cHVlentxfWZoYW93ZWxncW5mZnZtZXpobmpxbnV1","Sales",0,0,0
"anl7fnp2cHVlentxfWZoYW93ZWxncW5mZnZtZXpobmpxbnV1","Taxes",0,0,0
"anl7fnp2cHVlentxfWZoYW93ZWxncW5mZnZtZXpobmpxbnV1","Wages Paid",0,0,0
"anl7fnp2cHVlentxfWZoYW93ZWxncW5mZnZtZXpobmpxbnV1","Overall",21564.06,64,18
"anlqfXdifGZleW5ubGZoaXFnZWxrbX1mZWhxdmtoa3ptb2dl","ATM/Cash Withdrawals",-7100,15,0
"anlqfXdifGZleW5ubGZoaXFnZWxrbX1mZWhxdmtoa3ptb2dl","Checks",-66518.46,43,0
"anlqfXdifGZleW5ubGZoaXFnZWxrbX1mZWhxdmtoa3ptb2dl","Gasoline/Fuel",-230.59,12,0
"anlqfXdifGZleW5ubGZoaXFnZWxrbX1mZWhxdmtoa3ptb2dl","Groceries",-4189.77,46,1
"anlqfXdifGZleW5ubGZoaXFnZWxrbX1mZWhxdmtoa3ptb2dl","Mortgages",0,0,0
"anlqfXdifGZleW5ubGZoaXFnZWxrbX1mZWhxdmtoa3ptb2dl","Restaurants/Dining",-3585.33,81,1
"anlqfXdifGZleW5ubGZoaXFnZWxrbX1mZWhxdmtoa3ptb2dl","Sales",0,0,0
"anlqfXdifGZleW5ubGZoaXFnZWxrbX1mZWhxdmtoa3ptb2dl","Taxes",0,0,0
"anlqfXdifGZleW5ubGZoaXFnZWxrbX1mZWhxdmtoa3ptb2dl","Wages Paid",0,0,0
"anlqfXdifGZleW5ubGZoaXFnZWxrbX1mZWhxdmtoa3ptb2dl","Overall",5893.74,661,38
"anlsf3Vle3Vla2ptf2ZodXpyZW16bnBmbWppY35nZ3tpe2Z2","ATM/Cash Withdrawals",-24392,6,0
"anlsf3Vle3Vla2ptf2ZodXpyZW16bnBmbWppY35nZ3tpe2Z2","Checks",-35260.11,16,0
"anlsf3Vle3Vla2ptf2ZodXpyZW16bnBmbWppY35nZ3tpe2Z2","Gasoline/Fuel",-90.03,3,0
"anlsf3Vle3Vla2ptf2ZodXpyZW16bnBmbWppY35nZ3tpe2Z2","Groceries",-1065.94,10,0
"anlsf3Vle3Vla2ptf2ZodXpyZW16bnBmbWppY35nZ3tpe2Z2","Mortgages",-5026.84,1,0
"anlsf3Vle3Vla2ptf2ZodXpyZW16bnBmbWppY35nZ3tpe2Z2","Restaurants/Dining",-109.81,6,0
"anlsf3Vle3Vla2ptf2ZodXpyZW16bnBmbWppY35nZ3tpe2Z2","Sales",0,0,0
"anlsf3Vle3Vla2ptf2ZodXpyZW16bnBmbWppY35nZ3tpe2Z2","Taxes",0,0,0
"anlsf3Vle3Vla2ptf2ZodXpyZW16bnBmbWppY35nZ3tpe2Z2","Wages Paid",0,0,0
"anlsf3Vle3Vla2ptf2ZodXpyZW16bnBmbWppY35nZ3tpe2Z2","Overall",6607.57,155,42
"anlwcW10f3VlenxxcmZodm91ZWx6fW5mbWJwZ31taG56f2t3","ATM/Cash Withdrawals",0,0,0
"anlwcW10f3VlenxxcmZodm91ZWx6fW5mbWJwZ31taG56f2t3","Checks",0,0,0
"anlwcW10f3VlenxxcmZodm91ZWx6fW5mbWJwZ31taG56f2t3","Gasoline/Fuel",0,0,0
"anlwcW10f3VlenxxcmZodm91ZWx6fW5mbWJwZ31taG56f2t3","Groceries",0,0,0
"anlwcW10f3VlenxxcmZodm91ZWx6fW5mbWJwZ31taG56f2t3","Mortgages",0,0,0
"anlwcW10f3VlenxxcmZodm91ZWx6fW5mbWJwZ31taG56f2t3","Restaurants/Dining",0,0,0
"anlwcW10f3VlenxxcmZodm91ZWx6fW5mbWJwZ31taG56f2t3","Sales",0,0,0
"anlwcW10f3VlenxxcmZodm91ZWx6fW5mbWJwZ31taG56f2t3","Taxes",0,0,0
"anlwcW10f3VlenxxcmZodm91ZWx6fW5mbWJwZ31taG56f2t3","Wages Paid",0,0,0
"anlwcW10f3VlenxxcmZodm91ZWx6fW5mbWJwZ31taG56f2t3","Overall",25968.42,169,10
"anp7f3d0b2VlbHl9e2Zod25hZW15aGlma3dpZH5qaHlucWVq","ATM/Cash Withdrawals",-528.78,5,0
"anp7f3d0b2VlbHl9e2Zod25hZW15aGlma3dpZH5qaHlucWVq","Checks",-94193.04,68,0
"anp7f3d0b2VlbHl9e2Zod25hZW15aGlma3dpZH5qaHlucWVq","Gasoline/Fuel",0,0,0
"anp7f3d0b2VlbHl9e2Zod25hZW15aGlma3dpZH5qaHlucWVq","Groceries",0,0,0
"anp7f3d0b2VlbHl9e2Zod25hZW15aGlma3dpZH5qaHlucWVq","Mortgages",0,0,0
"anp7f3d0b2VlbHl9e2Zod25hZW15aGlma3dpZH5qaHlucWVq","Restaurants/Dining",-93.88,6,0
"anp7f3d0b2VlbHl9e2Zod25hZW15aGlma3dpZH5qaHlucWVq","Sales",0,0,0
"anp7f3d0b2VlbHl9e2Zod25hZW15aGlma3dpZH5qaHlucWVq","Taxes",-43785.53,16,0
"anp7f3d0b2VlbHl9e2Zod25hZW15aGlma3dpZH5qaHlucWVq","Wages Paid",0,0,0
"anp7f3d0b2VlbHl9e2Zod25hZW15aGlma3dpZH5qaHlucWVq","Overall",56317.33,357,69
"anp8amt1fmdldW5pbGZoZn1hZWxsfWpmbGNvc3lqb21se2Vp","ATM/Cash Withdrawals",0,0,0
"anp8amt1fmdldW5pbGZoZn1hZWxsfWpmbGNvc3lqb21se2Vp","Checks",-16499.54,33,0
"anp8amt1fmdldW5pbGZoZn1hZWxsfWpmbGNvc3lqb21se2Vp","Gasoline/Fuel",0,0,0
"anp8amt1fmdldW5pbGZoZn1hZWxsfWpmbGNvc3lqb21se2Vp","Groceries",0,0,0
"anp8amt1fmdldW5pbGZoZn1hZWxsfWpmbGNvc3lqb21se2Vp","Mortgages",0,0,0
"anp8amt1fmdldW5pbGZoZn1hZWxsfWpmbGNvc3lqb21se2Vp","Restaurants/Dining",0,0,0
"anp8amt1fmdldW5pbGZoZn1hZWxsfWpmbGNvc3lqb21se2Vp","Sales",0,0,0
"anp8amt1fmdldW5pbGZoZn1hZWxsfWpmbGNvc3lqb21se2Vp","Taxes",-2831.7,5,0
"anp8amt1fmdldW5pbGZoZn1hZWxsfWpmbGNvc3lqb21se2Vp","Wages Paid",0,0,0
"anp8amt1fmdldW5pbGZoZn1hZWxsfWpmbGNvc3lqb21se2Vp","Overall",56318.53,48,16
"anpwbW11fHJla2dpf2ZoZn5qZW1nanBmd3J6dnx5fWtybmRo","ATM/Cash Withdrawals",-300,3,0
"anpwbW11fHJla2dpf2ZoZn5qZW1nanBmd3J6dnx5fWtybmRo","Checks",-47247.35,118,0
"anpwbW11fHJla2dpf2ZoZn5qZW1nanBmd3J6dnx5fWtybmRo","Gasoline/Fuel",0,0,0
"anpwbW11fHJla2dpf2ZoZn5qZW1nanBmd3J6dnx5fWtybmRo","Groceries",-591.5,11,0
"anpwbW11fHJla2dpf2ZoZn5qZW1nanBmd3J6dnx5fWtybmRo","Mortgages",0,0,0
"anpwbW11fHJla2dpf2ZoZn5qZW1nanBmd3J6dnx5fWtybmRo","Restaurants/Dining",-1048.87,6,0
"anpwbW11fHJla2dpf2ZoZn5qZW1nanBmd3J6dnx5fWtybmRo","Sales",0,0,0
"anpwbW11fHJla2dpf2ZoZn5qZW1nanBmd3J6dnx5fWtybmRo","Taxes",0,0,0
"anpwbW11fHJla2dpf2ZoZn5qZW1nanBmd3J6dnx5fWtybmRo","Wages Paid",0,0,0
"anpwbW11fHJla2dpf2ZoZn5qZW1nanBmd3J6dnx5fWtybmRo","Overall",78829.47,349,52
"anpxa3V3fXdleGtwcWZoZn5yZWx7e29menZ-dmh4aXFwbGlj","ATM/Cash Withdrawals",0,0,0
"anpxa3V3fXdleGtwcWZoZn5yZWx7e29menZ-dmh4aXFwbGlj","Checks",-103000,34,0
"anpxa3V3fXdleGtwcWZoZn5yZWx7e29menZ-dmh4aXFwbGlj","Gasoline/Fuel",0,0,0
"anpxa3V3fXdleGtwcWZoZn5yZWx7e29menZ-dmh4aXFwbGlj","Groceries",0,0,0
"anpxa3V3fXdleGtwcWZoZn5yZWx7e29menZ-dmh4aXFwbGlj","Mortgages",0,0,0
"anpxa3V3fXdleGtwcWZoZn5yZWx7e29menZ-dmh4aXFwbGlj","Restaurants/Dining",0,0,0
"anpxa3V3fXdleGtwcWZoZn5yZWx7e29menZ-dmh4aXFwbGlj","Sales",0,0,0
"anpxa3V3fXdleGtwcWZoZn5yZWx7e29menZ-dmh4aXFwbGlj","Taxes",0,0,0
